5000 12497500 12497500
10000 49995000 49995000
15000 112492500 112492500
20000 199990000 199990000
25000 312487500 312487500
30000 449985000 449985000
35000 612482500 612482500
40000 799980000 799980000
45000 1012477500 1012477500
50000 1249975000 1249975000
